gap_id,Krankenkasse,contribution_period,missing_link,why_missing,documents_needed,search_keywords,suggested_folder
GAP-0403,Techniker Krankenkasse,2025-02,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Techniker Krankenkasse 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0404,Techniker Krankenkasse,2025-02,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Techniker Krankenkasse 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0405,Techniker Krankenkasse,2025-02,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Techniker Krankenkasse Ratenzahlung Mahnung 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0406,Techniker Krankenkasse,2025-02,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Techniker Krankenkasse 2025-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0407,Techniker Krankenkasse,2025-03,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Techniker Krankenkasse 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0408,Techniker Krankenkasse,2025-03,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Techniker Krankenkasse 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0409,Techniker Krankenkasse,2025-03,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Techniker Krankenkasse 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0410,Techniker Krankenkasse,2025-03,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Techniker Krankenkasse Ratenzahlung Mahnung 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0411,Techniker Krankenkasse,2025-03,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Techniker Krankenkasse 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0412,Techniker Krankenkasse,2025-04,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Techniker Krankenkasse 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0413,Techniker Krankenkasse,2025-04,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Techniker Krankenkasse Ratenzahlung Mahnung 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0414,Techniker Krankenkasse,2025-04,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Techniker Krankenkasse 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0415,Techniker Krankenkasse,2025-05,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Techniker Krankenkasse 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0416,Techniker Krankenkasse,2025-05,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Techniker Krankenkasse Ratenzahlung Mahnung 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0417,Techniker Krankenkasse,2025-05,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Techniker Krankenkasse 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0418,Techniker Krankenkasse,2025-06,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Techniker Krankenkasse 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0419,Techniker Krankenkasse,2025-06,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Techniker Krankenkasse Ratenzahlung Mahnung 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0420,Techniker Krankenkasse,2025-06,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Techniker Krankenkasse 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0421,VIACTIV,2024-10,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis VIACTIV 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0422,VIACTIV,2024-10,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung VIACTIV 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0423,VIACTIV,2024-10,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung VIACTIV 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0424,VIACTIV,2024-10,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email VIACTIV Ratenzahlung Mahnung 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0425,VIACTIV,2024-10,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung VIACTIV 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
